Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,Matches
131,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,21,1998,18,925,51,35.4,10.3,10,75,8,22,2,1.28,15,13,+2,+0.19,+1.21,17.9,14.1,+3.8,+0.37,+0.64,Matches
132,Mihai Dobre\Mihai-Dobre,ro ROU,MF,Bournemouth,20,1998,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
133,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,27,1992,27,2150,80,82.4,23.9,24,85,3,34,1,1.59,35,26,+9,+0.38,+0.77,33.5,21.8,+11.6,+0.49,+0.61,Matches
134,Abdoulaye DoucourÃ©\Abdoulaye-Doucoure,fr FRA,MF,Watford,26,1993,28,2450,88,93.9,27.2,28,88,0,,0,0.93,25,42,-17,-0.62,-0.62,32.0,40.1,-8.1,-0.30,+0.47,Matches
135,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,263,66,10.4,2.9,4,66,0,,2,1.00,2,9,-7,-2.40,-1.80,2.4,6.0,-3.5,-1.21,-0.31,Matches
136,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,29,1990,1,59,59,2.3,0.7,1,59,0,,8,0.00,0,2,-2,-3.05,-2.91,0.1,1.5,-1.4,-2.08,-2.04,Matches
137,Anthony Driscoll-Glennon\Anthony-Driscoll-Glennon,eng ENG,DF,Burnley,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
138,Josip DrmiÄ‡\Josip-Drmic,ch SUI,FWMF,Norwich City,26,1992,14,215,15,8.2,2.4,0,,14,15,3,0.64,1,3,-2,-0.84,+0.10,4.1,3.9,+0.2,+0.08,+0.57,Matches
139,Martin DÃºbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,30,1989,29,2610,90,100.0,29.0,29,90,0,,0,1.21,25,41,-16,-0.55,,25.3,45.7,-20.4,-0.70,,Matches
140,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,24,1994,7,581,83,22.3,6.5,7,83,0,,0,1.00,3,7,-4,-0.62,+0.40,8.1,10.4,-2.3,-0.36,+0.11,Matches
141,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,27,1992,15,1071,71,41.0,11.9,11,90,4,20,9,1.13,13,15,-2,-0.17,+0.18,12.9,16.7,-3.7,-0.31,-0.16,Matches
142,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,27,1991,16,1229,77,47.1,13.7,14,83,2,37,3,1.38,14,20,-6,-0.44,+0.21,11.1,21.3,-10.2,-0.75,-0.08,Matches
143,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,27,1991,27,2430,90,93.1,27.0,27,90,0,,0,1.07,31,36,-5,-0.19,+1.31,32.7,35.7,-3.0,-0.11,+1.57,Matches
144,Jake Eastwood\Jake-Eastwood,eng ENG,GK,Sheffield Utd,22,1996,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
145,Ederson\Ederson,br BRA,GK,Manchester City,25,1993,25,2171,87,86.2,24.1,25,87,0,,0,2.04,61,24,+37,+1.53,+1.53,61.5,23.2,+38.2,+1.58,+1.35,Matches
146,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,26,1992,27,2419,90,96.0,26.9,27,90,0,,0,1.56,27,22,+5,+0.19,+0.19,32.2,32.7,-0.5,-0.02,-0.17,Matches
147,Harvey Elliot\Harvey-Elliot,eng ENG,FW,Liverpool,,,1,,0,0.0,0.0,0,,1,0,3,3.00,0,0,0,,,0.0,0.0,0.0,,,Matches
148,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,33,1986,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
149,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,31,1987,12,764,64,30.3,8.5,8,87,4,18,11,0.58,7,26,-19,-2.24,-2.08,7.9,21.5,-13.6,-1.61,-0.98,Matches
150,BjÃ¶rn Engels\Bjorn-Engels,be BEL,DF,Aston Villa,24,1994,17,1447,85,57.4,16.1,15,89,2,56,4,0.65,20,32,-12,-0.75,+0.09,20.2,31.9,-11.7,-0.72,+0.47,Matches
151,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,27,1992,20,1092,55,41.8,12.1,10,88,10,22,3,1.30,20,17,+3,+0.25,+0.01,14.9,18.5,-3.5,-0.29,-0.25,Matches
152,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,31,1988,29,2576,89,98.7,28.6,29,89,0,,0,1.83,55,28,+27,+0.94,-7.00,44.9,34.9,+10.0,+0.35,-4.33,Matches
153,Åukasz FabiaÅ„ski\Lukasz-Fabianski,pl POL,GK,West Ham,34,1985,16,1309,82,50.2,14.5,16,82,0,,0,1.19,22,22,0,0.00,+1.04,17.3,26.2,-8.9,-0.61,+0.17,Matches
154,Fabinho\Fabinho,br BRA,MF,Liverpool,25,1993,20,1444,72,55.3,16.0,15,90,5,19,1,2.75,38,16,+22,+1.37,-0.40,29.5,17.8,+11.6,+0.73,-0.47,Matches
155,Ralf FÃ¤hrmann\Ralf-Fahrmann,de GER,GK,Norwich City,30,1988,1,22,22,0.8,0.2,1,22,0,,19,0.00,0,1,-1,-4.09,-3.19,0.1,0.9,-0.8,-3.22,-2.80,Matches
156,Akin Famewo\Akin-Famewo,eng ENG,DF,Norwich City,20,1998,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
157,Kiko FemenÃ­a\Kiko-Femenia,es ESP,DF,Watford,28,1991,19,1526,80,58.5,17.0,17,88,2,17,3,0.89,17,30,-13,-0.77,-0.43,22.6,28.4,-5.8,-0.34,-0.03,Matches
158,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,24,1994,5,448,90,17.2,5.0,5,90,0,,0,2.20,7,1,+6,+1.21,+0.87,6.0,5.6,+0.4,+0.08,-0.52,Matches
159,Gedson Fernandes\Gedson-Fernandes,pt POR,MFDF,Tottenham,20,1999,4,40,10,1.5,0.4,0,,4,10,3,1.75,2,0,+2,+4.50,+4.32,2.6,0.3,+2.3,+5.21,+5.44,Matches
160,Federico FernÃ¡ndez\Federico-Fernandez,ar ARG,DF,Newcastle Utd,30,1989,23,1808,79,69.3,20.1,20,89,3,8,4,1.35,20,25,-5,-0.25,+0.99,20.4,33.2,-12.8,-0.64,+0.22,Matches
161,Fernandinho\Fernandinho,br BRA,DF,Manchester City,34,1985,23,1997,87,79.2,22.2,22,88,1,53,4,2.04,51,23,+28,+1.26,-0.29,49.9,20.2,+29.7,+1.34,-0.29,Matches
162,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,27,1991,29,2422,84,92.8,26.9,27,87,2,35,0,2.83,58,16,+42,+1.56,+0.12,52.4,25.8,+26.5,+0.99,+0.72,Matches
163,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,27,1991,25,2189,88,86.9,24.3,25,88,0,,0,1.56,25,21,+4,+0.16,-0.11,29.4,30.8,-1.3,-0.05,-0.34,Matches
164,Phil Foden\Phil-Foden,eng ENG,MFFW,Manchester City,19,2000,14,354,25,14.0,3.9,3,76,11,11,13,2.64,12,6,+6,+1.53,+0.24,7.6,5.0,+2.6,+0.66,-0.85,Matches
165,Pablo Fornals\Pablo-Fornals,es ESP,MF,West Ham,23,1996,27,1464,54,56.1,16.3,15,79,12,23,1,1.00,21,26,-5,-0.31,+0.48,18.8,27.3,-8.5,-0.52,+0.39,Matches
166,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,31,1988,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
167,Ben Foster\Ben-Foster,eng ENG,GK,Watford,36,1983,29,2610,90,100.0,29.0,29,90,0,,0,0.93,27,44,-17,-0.59,,34.3,43.8,-9.5,-0.33,,Matches
168,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFDF,Watford,26,1993,3,58,19,2.2,0.6,1,33,2,13,6,0.33,0,6,-6,-9.31,-8.92,0.4,3.9,-3.5,-5.48,-5.27,Matches
169,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,21,1998,4,65,16,2.5,0.7,1,45,3,7,6,1.50,0,3,-3,-4.15,-4.51,0.8,0.7,+0.1,+0.08,+0.23,Matches
170,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,34,1985,15,964,64,36.9,10.7,10,85,5,24,4,0.67,7,21,-14,-1.31,-1.09,11.4,19.3,-7.9,-0.74,-0.47,Matches
171,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,25,1994,28,2063,74,79.0,22.9,21,88,7,29,0,0.93,22,35,-13,-0.57,+0.26,26.3,37.3,-11.0,-0.48,-0.19,Matches
172,Fred\Fred,br BRA,MF,Manchester Utd,26,1993,25,2027,81,77.7,22.5,22,90,3,19,0,1.60,35,24,+11,+0.49,+0.03,33.8,24.4,+9.5,+0.42,-0.41,Matches
173,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,26,1992,20,1688,84,64.7,18.8,19,88,1,18,1,1.10,25,30,-5,-0.27,+0.71,20.0,33.5,-13.4,-0.72,-0.06,Matches
174,Kieron Freeman\Kieron-Freeman,wal WAL,DFMF,Sheffield Utd,27,1992,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
175,Luke Freeman\Luke-Freeman,eng ENG,MF,Sheffield Utd,27,1992,9,322,36,12.8,3.6,3,74,6,17,12,1.44,5,4,+1,+0.28,+0.12,5.0,3.0,+2.0,+0.55,+0.64,Matches
176,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,33,1986,8,634,79,24.3,7.0,7,90,1,4,2,2.00,11,6,+5,+0.71,-0.43,11.6,7.8,+3.7,+0.53,+0.16,Matches
177,Eric GarcÃ­a\Eric-Garcia,es ESP,DF,Manchester City,18,2001,6,269,45,10.7,3.0,2,90,4,22,6,2.50,7,5,+2,+0.67,-0.73,4.2,4.1,+0.2,+0.06,-1.50,Matches
178,James Garner\James-Garner,eng ENG,MF,Manchester Utd,18,2001,1,8,8,0.3,0.1,0,,1,8,6,3.00,0,1,-1,-11.25,-11.77,0.4,0.3,+0.1,+1.49,+0.98,Matches
179,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,28,1990,12,378,32,14.5,4.2,4,67,8,14,6,0.83,5,6,-1,-0.24,+0.37,5.6,4.8,+0.9,+0.20,+1.06,Matches
180,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,27,1992,18,1612,90,61.8,17.9,17,90,1,82,11,1.11,25,26,-1,-0.06,-0.78,23.4,22.2,+1.2,+0.07,+0.56,Matches
181,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,23,1995,2,135,68,5.2,1.5,1,90,1,45,0,2.00,1,0,+1,+0.67,+1.03,1.2,1.7,-0.5,-0.34,-0.52,Matches
182,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,28,1990,29,2610,90,100.0,29.0,29,90,0,,0,1.55,44,30,+14,+0.48,,44.3,29.4,+14.8,+0.51,,Matches
183,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,24,1995,25,1684,67,66.8,18.7,21,76,4,23,2,0.88,24,40,-16,-0.86,-0.21,23.0,36.4,-13.4,-0.72,+0.63,Matches
184,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,19,2000,4,123,31,4.7,1.4,1,67,3,19,13,1.00,2,2,0,0.00,-0.25,1.2,2.2,-1.0,-0.71,-1.14,Matches
185,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,26,1993,0,,,,,0,,0,,11,,,,,,,,,,,,Matches
186,Lewis Gibson\Lewis-Gibson,eng ENG,DF,Everton,19,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
187,Liam Gibson\Liam-Gibson,eng ENG,DF,Newcastle Utd,22,1997,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
188,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,18,2001,3,99,33,3.8,1.1,1,90,2,5,3,2.33,4,1,+3,+2.73,+2.40,2.3,0.6,+1.7,+1.50,+0.77,Matches
189,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,32,1986,9,442,49,16.9,4.9,5,72,4,20,7,1.56,8,7,+1,+0.20,-0.25,7.4,5.2,+2.3,+0.46,-0.36,Matches
190,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,21,1998,21,1835,87,70.3,20.4,21,87,0,,1,0.86,20,39,-19,-0.93,0.00,24.6,34.1,-9.5,-0.46,-0.08,Matches
191,AndrÃ© Gomes\Andre-Gomes,pt POR,MF,Everton,26,1993,11,788,72,30.2,8.8,9,83,2,19,0,1.09,9,13,-4,-0.46,-0.21,10.7,9.4,+1.3,+0.15,0.00,Matches
192,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,18,2000,2,19,10,0.7,0.2,0,,2,10,3,1.50,0,1,-1,-4.74,-5.26,0.2,0.2,0.0,0.00,-0.52,Matches
193,Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,38,1981,0,,,,,0,,0,,29,,,,,,,,,,,,Matches
194,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,22,1997,19,1276,67,48.9,14.2,14,90,5,3,9,3.00,34,5,+29,+2.05,+0.97,30.5,13.5,+17.0,+1.20,+0.52,Matches
195,Mace Goodridge\Mace-Goodridge,eng ENG,MF,Burnley,19,1999,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
196,Anthony Gordon\Anthony-Gordon,eng ENG,MFFW,Everton,18,2001,2,59,30,2.3,0.7,0,,2,30,5,0.50,0,0,0,0.00,+0.32,0.8,0.4,+0.5,+0.70,+0.56,Matches
197,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,29,1990,16,883,55,33.8,9.8,10,80,6,13,2,0.69,6,16,-10,-1.02,-0.60,9.2,16.0,-6.8,-0.70,-0.39,Matches
198,Lee Grant\Lee-Grant,eng ENG,GK,Manchester Utd,36,1983,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
199,Andre Gray\Andre-Gray,eng ENG,FW,Watford,28,1991,20,716,36,27.4,8.0,7,72,13,16,9,0.60,6,17,-11,-1.38,-1.10,11.2,13.2,-2.0,-0.25,+0.11,Matches
200,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,23,1996,14,411,29,15.7,4.6,2,76,12,22,9,2.21,13,4,+9,+1.97,+1.11,8.1,5.4,+2.8,+0.60,+0.23,Matches
201,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,23,1995,26,2334,90,92.6,25.9,26,90,0,,0,0.96,32,52,-20,-0.77,+0.20,29.1,52.5,-23.3,-0.90,+0.35,Matches
202,Mason Greenwood\Mason-Greenwood,eng ENG,FWMF,Manchester Utd,17,2001,22,646,29,24.8,7.2,4,81,18,18,6,1.32,15,9,+6,+0.84,+0.47,12.7,6.2,+6.5,+0.91,+0.53,Matches
203,Arnaut Groeneveld\Arnaut-Groeneveld,nl NED,MF,Bournemouth,22,1997,9,407,45,15.6,4.5,4,76,5,20,1,0.33,3,6,-3,-0.66,-0.05,4.4,7.1,-2.7,-0.59,-0.18,Matches
204,Pascal GroÃŸ\Pascal-Gross,de GER,MFFW,Brighton,28,1991,23,1492,65,57.2,16.6,18,78,5,19,6,1.00,21,25,-4,-0.24,+0.08,20.8,22.7,-1.9,-0.12,+0.24,Matches
205,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,32,1987,27,2430,90,93.1,27.0,27,90,0,,0,1.41,24,28,-4,-0.15,+0.85,26.0,33.8,-7.8,-0.29,+0.61,Matches
206,Marc GuÃ©hi\Marc-Guehi,eng ENG,DF,Chelsea,19,2000,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
207,MattÃ©o Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,20,1999,22,1591,72,63.1,17.7,17,88,5,20,5,1.41,23,27,-4,-0.23,-1.00,23.2,27.0,-3.9,-0.22,-0.16,Matches
208,Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Aston Villa,24,1994,23,1900,83,75.4,21.1,21,89,2,18,2,0.96,28,36,-8,-0.38,+1.65,24.5,41.0,-16.5,-0.78,+0.58,Matches
209,Ä°lkay GÃ¼ndoÄŸan\Ilkay-Gundogan,de GER,MF,Manchester City,28,1990,25,1589,64,63.1,17.7,17,84,8,19,2,1.92,34,26,+8,+0.45,-2.35,39.5,18.7,+20.8,+1.18,-0.59,Matches
210,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,23,1996,10,900,90,34.5,10.0,10,90,0,,19,0.80,9,25,-16,-1.60,-1.55,12.6,15.3,-2.7,-0.27,-0.34,Matches
211,SÃ©bastien Haller\Sebastien-Haller,fr FRA,FW,West Ham,25,1994,27,2148,80,82.3,23.9,24,87,3,20,1,0.96,30,40,-10,-0.42,+0.56,29.8,43.4,-13.6,-0.57,+0.72,Matches
212,Grant Hanley\Grant-Hanley,sco SCO,DF,Norwich City,27,1991,15,1262,84,48.4,14.0,14,89,1,12,3,0.80,12,25,-13,-0.93,+0.01,14.9,22.0,-7.1,-0.51,-0.13,Matches
213,Joe Hart\Joe-Hart,eng ENG,GK,Burnley,32,1987,0,,,,,0,,0,,29,,,,,,,,,,,,Matches
214,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,24,1995,11,990,90,39.3,11.0,11,90,0,,1,0.91,11,24,-13,-1.18,-0.65,11.0,23.5,-12.6,-1.14,-0.36,Matches
215,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,24,1995,24,1968,82,75.4,21.9,23,85,1,16,2,1.29,21,28,-7,-0.32,+0.94,21.0,36.8,-15.9,-0.72,-0.09,Matches
216,Tom Heaton\Tom-Heaton,eng ENG,GK,Aston Villa,33,1986,20,1795,90,71.2,19.9,20,90,0,,0,1.05,26,35,-9,-0.45,+1.16,23.3,39.9,-16.6,-0.83,+0.33,Matches
217,Philip Heise\Philip-Heise,de GER,DFMF,Norwich City,28,1991,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
