Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,Matches
548,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Watford,28,1990,9,277,31,10.6,3.1,3,57,6,18,2,0.33,0,3,-3,-0.97,-0.43,3.3,4.0,-0.7,-0.22,+0.11,Matches
549,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,29,1990,26,2340,90,89.7,26.0,26,90,0,,0,1.50,33,29,+4,+0.15,+3.49,30.6,31.3,-0.7,-0.03,+0.63,Matches
550,Alfie Whiteman\Alfie-Whiteman,eng ENG,GK,Tottenham,20,1998,0,,,,,0,,0,,4,,,,,,,,,,,,Matches
551,Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,26,1993,6,90,15,3.4,1.0,0,,6,15,7,1.00,3,2,+1,+1.00,+1.25,2.2,1.7,+0.5,+0.51,+0.87,Matches
552,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,28,1990,28,2332,83,89.3,25.9,28,83,0,,0,2.82,56,18,+38,+1.47,-0.80,47.6,27.1,+20.5,+0.79,-1.32,Matches
553,Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,25,1994,19,1498,79,57.4,16.6,18,81,1,36,2,1.21,18,24,-6,-0.36,+0.45,15.5,29.3,-13.9,-0.83,-0.30,Matches
554,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,18,2000,12,760,63,29.1,8.4,9,83,3,3,9,1.58,17,9,+8,+0.95,+0.66,14.6,9.1,+5.5,+0.65,+0.20,Matches
555,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,18,2001,0,,,,,0,,0,,7,,,,,,,,,,,,Matches
556,Willian\Willian,br BRA,FW,Chelsea,30,1988,28,1929,69,73.9,21.4,21,85,7,20,0,1.71,39,21,+18,+0.84,+1.63,39.2,18.5,+20.7,+0.97,+0.79,Matches
557,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,19,1999,19,574,30,22.8,6.4,6,66,13,14,6,1.21,9,11,-2,-0.31,-0.59,8.4,11.6,-3.1,-0.49,-0.43,Matches
558,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,6,175,29,6.7,1.9,2,51,4,19,1,0.83,1,4,-3,-1.54,-1.10,0.9,3.8,-2.9,-1.51,-0.87,Matches
559,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,28,2350,84,90.0,26.1,26,88,2,37,0,0.86,28,46,-18,-0.69,-0.69,30.5,42.9,-12.4,-0.48,-0.36,Matches
560,Harry Wilson\Harry-Wilson,wal WAL,MFFW,Bournemouth,22,1997,23,1446,63,55.4,16.1,19,69,4,33,2,0.96,19,28,-9,-0.56,+0.14,18.8,23.5,-4.7,-0.29,+0.33,Matches
561,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,23,1594,69,61.1,17.7,19,79,4,23,4,1.52,27,27,0,0.00,-0.62,22.8,28.5,-5.7,-0.32,-0.45,Matches
562,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,26,2069,80,79.3,23.0,25,81,1,32,0,1.38,24,28,-4,-0.17,+0.16,24.7,28.9,-4.2,-0.18,-0.43,Matches
563,Sam Woods\Sam-Woods,eng ENG,DF,Crystal Palace,20,1998,0,,,,,0,,0,,7,,,,,,,,,,,,Matches
564,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,22,1908,87,75.7,21.2,22,87,0,,0,1.59,32,25,+7,+0.33,+0.77,28.8,29.7,-0.9,-0.04,+0.47,Matches
565,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,MF,West Ham,29,1989,15,828,55,31.7,9.2,9,71,6,32,0,1.27,9,14,-5,-0.54,-0.04,10.7,16.5,-5.9,-0.64,+0.09,Matches
566,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,12,772,64,29.6,8.6,8,86,4,22,4,1.17,8,11,-3,-0.35,+0.29,9.4,15.8,-6.4,-0.75,-0.06,Matches
567,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,8,558,70,21.4,6.2,6,90,2,9,15,1.00,5,18,-13,-2.10,-1.92,7.1,11.3,-4.2,-0.68,-0.81,Matches
568,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,34,1985,12,954,80,36.6,10.6,10,90,2,29,8,1.50,12,10,+2,+0.19,-0.46,15.9,9.3,+6.7,+0.63,+0.18,Matches
569,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,10,589,59,22.6,6.5,6,87,4,17,19,0.60,5,14,-9,-1.38,-1.11,7.7,13.3,-5.6,-0.86,-0.21,Matches
570,Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,26,1992,29,2545,88,97.5,28.3,28,90,1,25,0,1.34,26,32,-6,-0.21,-0.21,27.5,37.0,-9.6,-0.34,-0.30,Matches
571,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,15,1296,86,49.7,14.4,15,86,0,,1,0.73,13,21,-8,-0.56,+0.75,18.1,20.0,-1.9,-0.13,+0.62,Matches
572,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,22,1996,12,906,76,36.0,10.1,10,86,2,25,2,1.83,22,10,+12,+1.19,-0.20,24.9,11.4,+13.5,+1.35,-0.08,Matches
573,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,24,1994,22,1803,82,69.1,20.0,19,88,3,46,4,1.64,35,27,+8,+0.40,-0.05,33.5,20.5,+12.9,+0.65,-0.38,Matches
