Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
162,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,34,1981,32,2880,90,84.2,32.0,32,,0,,2,1.09,35,46,-11,-0.34,-0.18,Matches
163,Fabian Delph\Fabian-Delph,eng ENG,MF,Manchester City,25,1989,17,753,44,22.0,8.4,8,,9,,2,1.76,15,14,+1,+0.12,-0.86,Matches
164,Mousa DembÃ©lÃ©\Mousa-Dembele,be BEL,MF,Tottenham,28,1987,29,2265,78,66.2,25.2,27,,2,,0,1.97,52,18,+34,+1.35,+1.35,Matches
165,MartÃ­n Demichelis\Martin-Demichelis,ar ARG,DF,Manchester City,34,1980,20,1021,51,29.9,11.3,10,,10,,17,1.65,16,18,-2,-0.18,-1.38,Matches
166,Jason Denayer\Jason-Denayer,be BEL,DF,Manchester City,20,1995,0,,,,,0,,0,,2,,,,,,,Matches
167,Memphis Depay\Memphis-Depay,nl NED,MF,Manchester Utd,21,1994,29,1484,51,43.4,16.5,16,,13,,8,1.69,21,21,0,0.00,-0.65,Matches
168,Gerard Deulofeu\Gerard-Deulofeu,es ESP,MFFW,Everton,21,1994,26,1383,53,40.4,15.4,16,,10,,7,1.04,27,24,+3,+0.20,+0.15,Matches
169,Alessandro Diamanti\Alessandro-Diamanti,it ITA,FWMF,Watford,32,1983,3,67,22,2.0,0.7,0,,3,,13,1.33,0,0,0,0.00,+0.27,Matches
170,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,21,1994,37,3263,88,95.4,36.3,37,,0,,0,1.86,66,35,+31,+0.86,-0.86,Matches
171,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,24,1991,34,3060,90,89.5,34.0,34,,0,,0,1.71,54,36,+18,+0.53,+0.53,Matches
172,Sylvain Distin\Sylvain-Distin,fr FRA,DF,Bournemouth,37,1977,12,843,70,24.6,9.4,9,,3,,19,1.08,12,21,-9,-0.96,-0.51,Matches
173,Papy Djilobodji\Papy-Djilobodji,sn SEN,DF,Chelsea,26,1988,0,,,,,0,,0,,2,,,,,,,Matches
174,George Dobson\George-Dobson,eng ENG,MF,West Ham,17,1997,0,,,,,0,,0,,2,,,,,,,Matches
175,Joe Dodoo\Joe-Dodoo,eng ENG,FW,Leicester City,20,1995,1,20,20,0.6,0.2,0,,1,,1,1.00,1,0,+1,+4.50,+3.68,Matches
176,Graham Dorrans\Graham-Dorrans,sco SCO,MF,Norwich City,28,1987,21,1287,61,37.6,14.3,14,,7,,12,0.86,19,32,-13,-0.91,-0.28,Matches
177,Seydou Doumbia\Seydou-Doumbia,ci CIV,FW,Newcastle Utd,27,1987,3,32,11,0.9,0.4,0,,3,,3,0.00,1,1,0,0.00,+0.56,Matches
178,Kieran Dowell\Kieran-Dowell,eng ENG,MF,Everton,17,1997,2,72,36,2.1,0.8,1,,1,,1,3.00,3,0,+3,+3.75,+3.72,Matches
179,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,16,1998,0,,,,,0,,0,,1,,,,,,,Matches
180,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Leicester City,25,1990,35,3033,87,88.7,33.7,35,,0,,0,2.14,58,28,+30,+0.89,+0.43,Matches
181,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,23,1991,23,1892,82,55.3,21.0,23,,0,,1,1.30,28,28,0,0.00,+1.24,Matches
182,Lloyd Dyer\Lloyd-Dyer,eng ENG,MF,Watford,32,1982,0,,,,,0,,0,,2,,,,,,,Matches
183,Nathan Dyer\Nathan-Dyer,eng ENG,FWMF,Leicester City,27,1987,12,220,18,6.4,2.4,0,,12,,8,2.42,6,4,+2,+0.82,-0.03,Matches
184,Nathan Dyer\Nathan-Dyer,eng ENG,FWMF,Swansea City,27,1987,1,19,19,0.6,0.2,0,,1,,2,3.00,0,0,0,0.00,+0.26,Matches
185,Connor Dymond\Connor-Dymond,eng ENG,MF,Crystal Palace,20,1994,0,,,,,0,,0,,1,,,,,,,Matches
186,Ã‰der\Eder,pt POR,FW,Swansea City,27,1987,13,276,21,8.1,3.1,2,,11,,2,1.00,3,5,-2,-0.65,-0.42,Matches
187,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,29,1986,21,1890,90,55.3,21.0,21,,0,,4,1.05,23,37,-14,-0.67,-0.25,Matches
188,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,23,1992,11,792,72,23.2,8.8,9,,2,,4,1.82,18,8,+10,+1.14,+0.49,Matches
189,Tommy Elphick\Tommy-Elphick,eng ENG,DF,Bournemouth,27,1987,12,1013,84,29.6,11.3,11,,1,,5,0.67,13,23,-10,-0.89,-0.44,Matches
190,Emmanuel Emenike\Emmanuel-Emenike,ng NGA,FWMF,West Ham,28,1987,13,512,39,15.0,5.7,5,,8,,1,1.54,10,9,+1,+0.18,-0.23,Matches
191,Marvin Emnes\Marvin-Emnes,nl NED,MF,Swansea City,27,1988,2,66,33,1.9,0.7,1,,1,,9,0.50,0,0,0,0.00,+0.27,Matches
192,Christian Eriksen\Christian-Eriksen,dk DEN,MF,Tottenham,23,1992,35,2933,84,85.8,32.6,33,,2,,0,1.86,63,32,+31,+0.95,+0.40,Matches
193,George Evans\George-Evans,eng ENG,MF,Manchester City,20,1994,0,,,,,0,,0,,1,,,,,,,Matches
194,Jonny Evans\Jonny-Evans,nir NIR,DFMF,West Brom,27,1988,30,2590,86,75.7,28.8,30,,0,,0,1.07,24,34,-10,-0.35,+0.09,Matches
195,Åukasz FabiaÅ„ski\Lukasz-Fabianski,pl POL,GK,Swansea City,30,1985,37,3330,90,97.4,37.0,37,,0,,0,1.24,41,51,-10,-0.27,-0.27,Matches
196,Cesc FÃ bregas\Cesc-Fabregas,es ESP,MF,Chelsea,28,1987,37,2895,78,84.6,32.2,33,,4,,0,1.32,54,45,+9,+0.28,+0.79,Matches
197,Radamel Falcao\Radamel-Falcao,co COL,FW,Chelsea,29,1986,10,237,24,6.9,2.6,1,,9,,4,0.50,4,7,-3,-1.14,-1.39,Matches
198,Federico Fazio\Federico-Fazio,ar ARG,DF,Tottenham,28,1987,0,,,,,0,,0,,2,,,,,,,Matches
199,Adam Federici\Adam-Federici,au AUS,GK,Bournemouth,30,1985,6,495,83,14.5,5.5,6,,0,,31,0.33,4,15,-11,-2.00,-1.66,Matches
200,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,27,1987,18,1068,59,31.2,11.9,12,,6,,9,1.33,14,11,+3,+0.25,-0.17,Matches
201,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,25,1990,11,756,69,22.1,8.4,9,,2,,2,1.55,13,12,+1,+0.12,+0.49,Matches
202,Federico FernÃ¡ndez\Federico-Fernandez,ar ARG,DF,Swansea City,26,1989,32,2880,90,84.2,32.0,32,,0,,5,1.22,35,44,-9,-0.28,-0.11,Matches
203,Fernandinho\Fernandinho,br BRA,MF,Manchester City,30,1985,33,2729,83,79.8,30.3,31,,2,,2,1.67,56,31,+25,+0.82,+0.17,Matches
204,Fernando\Fernando,br BRA,MF,Manchester City,28,1987,24,1715,71,50.1,19.1,17,,7,,4,1.46,28,22,+6,+0.31,-0.95,Matches
205,Sam Field\Sam-Field,eng ENG,MF,West Brom,17,1998,1,5,5,0.1,0.1,0,,1,,1,1.00,0,0,0,0.00,+0.37,Matches
206,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,23,1991,31,1972,64,57.7,21.9,24,,7,,0,1.71,43,28,+15,+0.68,+0.81,Matches
207,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Arsenal,31,1984,16,1089,68,31.8,12.1,12,,4,,4,1.69,16,11,+5,+0.41,-0.51,Matches
208,Jon Flanagan\Jon-Flanagan,eng ENG,DF,Liverpool,22,1993,5,420,84,12.3,4.7,5,,0,,5,2.00,8,5,+3,+0.64,+0.34,Matches
209,Darren Fletcher\Darren-Fletcher,sco SCO,MF,West Brom,31,1984,38,3374,89,98.7,37.5,38,,0,,0,1.13,34,47,-13,-0.35,+1.61,Matches
210,Steven Fletcher\Steven-Fletcher,sco SCO,FW,Sunderland,28,1987,16,1010,63,29.5,11.2,11,,5,,5,0.75,14,21,-7,-0.62,-0.36,Matches
211,JosÃ© Fonte\Jose-Fonte,pt POR,DF,Southampton,31,1983,37,3166,86,92.6,35.2,37,,0,,0,1.62,54,37,+17,+0.48,+0.13,Matches
212,Fernando Forestieri\Fernando-Forestieri,it ITA,FWMF,Watford,25,1990,0,,,,,0,,0,,1,,,,,,,Matches
213,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,27,1988,18,1620,90,47.4,18.0,18,,0,,0,2.17,33,17,+16,+0.89,+0.79,Matches
214,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,32,1983,15,1350,90,39.5,15.0,15,,0,,2,1.00,11,17,-6,-0.40,-0.05,Matches
215,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,17,1998,8,257,32,7.5,2.9,2,,6,,2,2.25,3,1,+2,+0.70,+0.36,Matches
216,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,30,1985,38,3387,89,99.0,37.6,38,,0,,0,1.11,45,67,-22,-0.58,-0.58,Matches
217,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,29,1986,32,2711,85,79.3,30.1,30,,2,,2,2.25,50,20,+30,+1.00,+0.74,Matches
218,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,21,1994,2,21,11,0.6,0.2,0,,2,,2,3.00,1,0,+1,+4.29,+4.58,Matches
219,Ryan Fulton\Ryan-Fulton,sco SCO,GK,Liverpool,19,1996,0,,,,,0,,0,,1,,,,,,,Matches
220,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Everton,24,1991,28,2194,78,64.2,24.4,24,,4,,3,1.25,42,35,+7,+0.29,+0.51,Matches
221,Brendan Galloway\Brendan-Galloway,eng ENG,DF,Everton,19,1996,15,1220,81,35.7,13.6,14,,1,,6,1.40,27,20,+7,+0.52,+0.64,Matches
222,Cristian Gamboa\Cristian-Gamboa,cr CRC,DFMF,West Brom,25,1989,1,28,28,0.8,0.3,0,,1,,5,3.00,0,0,0,0.00,+0.37,Matches
223,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Aston Villa,25,1989,35,3071,88,89.8,34.1,35,,0,,0,0.49,23,65,-42,-1.23,+0.57,Matches
224,Aleix GarcÃ­a\Aleix-Garcia,es ESP,MF,Manchester City,18,1997,0,,,,,0,,0,,2,,,,,,,Matches
225,Manu GarcÃ­a\Manu-Garcia,es ESP,MF,Manchester City,17,1998,1,11,11,0.3,0.1,0,,1,,7,3.00,0,0,0,0.00,-0.79,Matches
226,Craig Gardner\Craig-Gardner,eng ENG,MF,West Brom,28,1986,34,2038,60,59.6,22.6,20,,14,,4,1.15,18,30,-12,-0.53,-0.40,Matches
227,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Crystal Palace,24,1990,16,771,48,22.5,8.6,8,,8,,3,1.19,10,10,0,0.00,+0.41,Matches
228,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Southampton,23,1992,2,180,90,5.3,2.0,2,,0,,6,0.00,0,3,-3,-1.50,-2.08,Matches
229,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,24,1990,34,3060,90,89.5,34.0,34,,0,,0,1.74,46,33,+13,+0.38,+0.13,Matches
230,Rudy Gestede\Rudy-Gestede,bj BEN,FW,Aston Villa,26,1988,32,1669,52,48.8,18.5,14,,18,,2,0.31,20,38,-18,-0.97,+0.62,Matches
231,Emanuele Giaccherini\Emanuele-Giaccherini,it ITA,FWMF,Sunderland,30,1985,0,,,,,0,,0,,2,,,,,,,Matches
232,Kieran Gibbs\Kieran-Gibbs,eng ENG,DFMF,Arsenal,25,1989,15,391,26,11.4,4.3,3,,12,,17,2.40,7,6,+1,+0.23,-0.60,Matches
233,Darron Gibson\Darron-Gibson,ie IRL,MF,Everton,27,1987,7,242,35,7.1,2.7,2,,5,,10,1.71,6,3,+3,+1.12,+1.09,Matches
234,Liam Gibson\Liam-Gibson,eng ENG,DF,Newcastle Utd,18,1997,0,,,,,0,,0,,1,,,,,,,Matches
235,Carles Gil\Carles-Gil,es ESP,FWMF,Aston Villa,22,1992,23,1435,62,42.0,15.9,17,,6,,11,0.48,9,30,-21,-1.32,-0.05,Matches
236,Rene Gilmartin\Rene-Gilmartin,ie IRL,GK,Watford,28,1987,0,,,,,0,,0,,3,,,,,,,Matches
237,Marco van Ginkel\Marco-van-Ginkel,nl NED,MF,Stoke City,22,1992,17,755,44,22.1,8.4,8,,9,,4,1.59,6,11,-5,-0.60,-0.29,Matches
238,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,28,1986,38,2429,64,71.0,27.0,26,,12,,0,1.87,45,26,+19,+0.70,-0.20,Matches
239,Shay Given\Shay-Given,ie IRL,GK,Stoke City,39,1976,3,225,75,6.6,2.5,3,,0,,11,1.00,2,7,-5,-2.00,-1.75,Matches
240,Serge Gnabry\Serge-Gnabry,de GER,FWMF,West Brom,20,1995,1,13,13,0.4,0.1,0,,1,,5,0.00,0,0,0,0.00,+0.37,Matches
241,Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,34,1981,38,3396,89,99.3,37.7,38,,0,,0,1.18,38,49,-11,-0.29,-4.04,Matches
242,Joe Gomez\Joe-Gomez,eng ENG,DFMF,Liverpool,18,1997,5,437,87,12.8,4.9,5,,0,,3,1.40,3,5,-2,-0.41,-0.86,Matches
243,Jordi GÃ³mez\Jordi-Gomez,es ESP,MF,Sunderland,30,1985,6,352,59,10.3,3.9,5,,1,,5,0.17,1,8,-7,-1.79,-1.58,Matches
244,BafÃ©timbi Gomis\Bafetimbi-Gomis,fr FRA,FW,Swansea City,29,1985,33,1703,52,49.8,18.9,18,,15,,3,1.12,18,25,-7,-0.37,-0.21,Matches
245,Lynden Gooch\Lynden-Gooch,us USA,FWMF,Sunderland,19,1995,0,,,,,0,,0,,1,,,,,,,Matches
246,Kenji GorrÃ©\Kenji-Gorre,cw CUW,FW,Swansea City,20,1994,0,,,,,0,,0,,2,,,,,,,Matches
247,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,25,1990,34,2444,72,71.5,27.2,28,,6,,3,1.18,34,46,-12,-0.44,+0.48,Matches
248,Sean Goss\Sean-Goss,eng ENG,MF,Manchester Utd,19,1995,0,,,,,0,,0,,1,,,,,,,Matches
249,Yoan Gouffran\Yoan-Gouffran,fr FRA,MF,Newcastle Utd,29,1986,8,227,28,6.6,2.5,2,,6,,10,1.25,5,7,-2,-0.79,-0.26,Matches
250,Lewis Grabban\Lewis-Grabban,eng ENG,FW,Norwich City,27,1988,6,250,42,7.3,2.8,3,,3,,4,0.83,1,6,-5,-1.80,-1.15,Matches
251,Lewis Grabban\Lewis-Grabban,eng ENG,FW,Bournemouth,27,1988,15,577,38,16.9,6.4,4,,11,,1,1.13,10,13,-3,-0.47,+0.13,Matches
252,Max Gradel\Max-Gradel,ci CIV,MF,Bournemouth,27,1987,14,891,64,26.1,9.9,11,,3,,0,1.29,12,18,-6,-0.61,-0.04,Matches
253,Danny Graham\Danny-Graham,eng ENG,FW,Sunderland,29,1985,10,360,36,10.5,4.0,4,,6,,6,1.10,8,11,-3,-0.75,-0.43,Matches
254,Demarai Gray\Demarai-Gray,eng ENG,MF,Leicester City,19,1996,12,187,16,5.5,2.1,1,,11,,6,2.08,2,3,-1,-0.48,-1.40,Matches
255,Jake Gray\Jake-Gray,eng ENG,MF,Crystal Palace,19,1995,0,,,,,0,,0,,3,,,,,,,Matches
256,Jack Grealish\Jack-Grealish,eng ENG,MFFW,Aston Villa,19,1995,16,833,52,24.4,9.3,9,,7,,9,0.00,7,26,-19,-2.05,-1.01,Matches
257,AndrÃ© Green\Andre-Green,eng ENG,FWMF,Aston Villa,17,1998,2,59,30,1.7,0.7,0,,2,,1,0.00,0,0,0,0.00,+1.31,Matches
258,Rees Greenwood\Rees-Greenwood,eng ENG,MF,Sunderland,18,1996,1,51,51,1.5,0.6,1,,0,,0,1.00,2,1,+1,+1.76,+2.17,Matches
259,Matt Grimes\Matt-Grimes,eng ENG,DF,Swansea City,20,1995,1,90,90,2.6,1.0,1,,0,,3,1.00,0,0,0,0.00,+0.27,Matches
260,AdlÃ¨ne Guedioura\Adlene-Guedioura,dz ALG,MF,Watford,29,1985,18,430,24,12.6,4.8,3,,15,,11,1.56,5,10,-5,-1.05,-0.90,Matches
261,Brad Guzan\Brad-Guzan,us USA,GK,Aston Villa,30,1984,28,2520,90,73.7,28.0,28,,0,,10,0.29,20,58,-38,-1.36,-0.26,Matches
262,Massadio HaÃ¯dara\Massadio-Haidara,ml MLI,DF,Newcastle Utd,22,1992,7,555,79,16.2,6.2,6,,1,,2,0.71,5,9,-4,-0.65,-0.11,Matches
263,Dean Hammond\Dean-Hammond,eng ENG,MF,Leicester City,32,1983,0,,,,,0,,0,,2,,,,,,,Matches
264,Brede Hangeland\Brede-Hangeland,no NOR,DF,Crystal Palace,34,1981,7,630,90,18.4,7.0,7,,0,,6,1.00,4,6,-2,-0.29,+0.04,Matches
265,Joe Hart\Joe-Hart,eng ENG,GK,Manchester City,28,1987,35,3109,89,90.9,34.5,35,,0,,1,1.71,63,36,+27,+0.78,-0.09,Matches
266,Jakob Haugaard\Jakob-Haugaard,dk DEN,GK,Stoke City,23,1992,5,405,81,11.8,4.5,4,,1,,24,0.40,5,11,-6,-1.33,-1.09,Matches
267,Eden Hazard\Eden-Hazard,be BEL,MFFW,Chelsea,24,1991,31,2191,71,64.1,24.3,25,,6,,0,1.32,36,32,+4,+0.16,+0.02,Matches
268,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,25,1990,17,1290,76,37.7,14.3,15,,2,,2,1.88,27,16,+11,+0.77,+0.68,Matches
269,Stephen Hendrie\Stephen-Hendrie,sco SCO,DF,West Ham,20,1995,0,,,,,0,,0,,5,,,,,,,Matches
270,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,28,1987,29,2610,90,76.3,29.0,29,,0,,6,1.14,29,36,-7,-0.24,+0.31,Matches
271,Doneil Henry\Doneil-Henry,ca CAN,DF,West Ham,22,1993,0,,,,,0,,0,,3,,,,,,,Matches
272,Rushian Hepburn-Murphy\Rushian-Hepburn-Murphy,eng ENG,FW,Aston Villa,16,1998,1,1,1,0.0,0.0,0,,1,,1,1.00,0,0,0,0.00,+1.29,Matches
273,Javier HernÃ¡ndez\Javier-Hernandez,mx MEX,FW,Manchester Utd,27,1988,1,24,24,0.7,0.3,0,,1,,3,1.00,0,0,0,0.00,-0.37,Matches
274,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,25,1989,27,1532,57,44.8,17.0,17,,10,,5,1.89,21,15,+6,+0.35,-0.03,Matches
275,Son Heung-min\Son-Heung-min,kr KOR,MF,Tottenham,23,1992,28,1107,40,32.4,12.3,13,,15,,2,1.89,21,12,+9,+0.73,-0.24,Matches
276,Tony Hibbert\Tony-Hibbert,eng ENG,DF,Everton,34,1981,1,45,45,1.3,0.5,0,,1,,0,3.00,1,0,+1,+2.00,+1.92,Matches
277,Tommie Hoban\Tommie-Hoban,ie IRL,DF,Watford,21,1994,0,,,,,0,,0,,2,,,,,,,Matches
278,JosÃ© Holebas\Jose-Holebas,gr GRE,DF,Watford,31,1984,11,945,86,27.6,10.5,11,,0,,10,0.45,7,16,-9,-0.86,-0.82,Matches
279,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,18,1996,0,,,,,0,,0,,2,,,,,,,Matches
280,Jordan Holmes\Jordan-Holmes,au AUS,GK,Bournemouth,18,1997,0,,,,,0,,0,,1,,,,,,,Matches
281,George Honeyman\George-Honeyman,eng ENG,MF,Sunderland,20,1994,1,39,39,1.1,0.4,0,,1,,1,1.00,0,1,-1,-2.31,-1.96,Matches
282,Wes Hoolahan\Wes-Hoolahan,ie IRL,MF,Norwich City,33,1982,30,1991,66,58.2,22.1,25,,5,,6,1.00,31,33,-2,-0.09,+1.55,Matches
283,Gary Hooper\Gary-Hooper,eng ENG,FW,Norwich City,27,1988,2,13,7,0.4,0.1,0,,2,,2,0.00,0,1,-1,-6.92,-6.21,Matches
284,James Horsfield\James-Horsfield,eng ENG,MF,Manchester City,19,1995,0,,,,,0,,0,,1,,,,,,,Matches
285,Tim Howard\Tim-Howard,us USA,GK,Everton,36,1979,25,2250,90,65.8,25.0,25,,0,,11,1.40,45,35,+10,+0.40,+0.86,Matches
286,Jonny Howson\Jonny-Howson,eng ENG,MF,Norwich City,27,1988,36,2951,82,86.3,32.8,33,,3,,0,0.86,32,57,-25,-0.76,-0.19,Matches
287,Cameron Humphreys\Cameron-Humphreys,eng ENG,DF,Manchester City,16,1998,0,,,,,0,,0,,3,,,,,,,Matches
288,Robert Huth\Robert-Huth,de GER,DF,Leicester City,30,1984,35,3150,90,92.1,35.0,35,,0,,0,2.11,61,32,+29,+0.83,-0.17,Matches
289,Alan Hutton\Alan-Hutton,sco SCO,DF,Aston Villa,30,1984,28,2331,83,68.2,25.9,26,,2,,3,0.21,18,55,-37,-1.43,-0.44,Matches
290,VÃ­ctor Ibarbo\Victor-Ibarbo,co COL,FWMF,Watford,25,1990,4,68,17,2.0,0.8,0,,4,,6,0.25,0,1,-1,-1.32,-1.08,Matches
291,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Liverpool,19,1995,27,1178,44,34.4,13.1,12,,15,,6,1.52,20,24,-4,-0.31,-0.99,Matches
292,Brown Ideye\Brown-Ideye,ng NGA,FW,West Brom,26,1988,0,,,,,0,,0,,2,,,,,,,Matches
293,Odion Ighalo\Odion-Ighalo,ng NGA,FWMF,Watford,26,1989,37,3146,85,92.0,35.0,36,,1,,0,1.22,37,44,-7,-0.20,+0.79,Matches
294,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Manchester City,18,1996,26,766,29,22.4,8.5,7,,19,,9,1.65,19,12,+7,+0.82,+0.04,Matches
295,Tiago Ilori\Tiago-Ilori,pt POR,DF,Liverpool,22,1993,0,,,,,0,,0,,1,,,,,,,Matches
296,Tiago Ilori\Tiago-Ilori,pt POR,DF,Aston Villa,22,1993,0,,,,,0,,0,,1,,,,,,,Matches
297,Giannelli Imbula\Giannelli-Imbula,cd COD,MF,Stoke City,22,1992,14,1260,90,36.8,14.0,14,,0,,0,1.29,17,27,-10,-0.71,-0.55,Matches
298,Danny Ings\Danny-Ings,eng ENG,FW,Liverpool,23,1992,6,340,57,9.9,3.8,3,,3,,3,1.00,5,7,-2,-0.53,-0.97,Matches
299,GÃ¶khan Inler\Gokhan-Inler,ch SUI,MF,Leicester City,31,1984,5,194,39,5.7,2.2,3,,2,,20,1.80,1,5,-4,-1.86,-2.86,Matches
300,Stephen Ireland\Stephen-Ireland,ie IRL,MF,Stoke City,28,1986,13,243,19,7.1,2.7,0,,13,,11,1.08,2,3,-1,-0.37,0.00,Matches
301,Juan Iturbe\Juan-Iturbe,py PAR,FWMF,Bournemouth,22,1993,2,57,29,1.7,0.6,0,,2,,9,0.00,0,3,-3,-4.74,-4.23,Matches
302,Branislav IvanoviÄ‡\Branislav-Ivanovic,rs SRB,DF,Chelsea,31,1984,33,2916,88,85.3,32.4,33,,0,,0,1.39,53,44,+9,+0.28,+0.81,Matches
303,Alex Iwobi\Alex-Iwobi,ng NGA,MFFW,Arsenal,19,1996,13,628,48,18.4,7.0,8,,5,,8,1.77,12,6,+6,+0.86,+0.12,Matches
304,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Everton,32,1982,21,1850,88,54.1,20.6,21,,0,,1,1.33,31,25,+6,+0.29,+0.41,Matches
305,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Newcastle Utd,26,1989,32,2752,86,80.5,30.6,32,,0,,1,0.84,35,60,-25,-0.82,-1.36,Matches
306,Adnan Januzaj\Adnan-Januzaj,be BEL,MF,Manchester Utd,20,1995,5,145,29,4.2,1.6,2,,3,,2,1.40,1,1,0,0.00,-0.38,Matches
307,Matt Jarvis\Matt-Jarvis,eng ENG,MF,Norwich City,29,1986,19,1017,54,29.7,11.3,13,,6,,5,0.74,8,20,-12,-1.06,-0.46,Matches
308,Matt Jarvis\Matt-Jarvis,eng ENG,MF,West Ham,29,1986,3,76,25,2.2,0.8,0,,3,,1,2.00,4,2,+2,+2.37,+2.05,Matches
309,Mile Jedinak\Mile-Jedinak,au AUS,MF,Crystal Palace,30,1984,27,1540,57,45.0,17.1,16,,11,,3,0.78,14,29,-15,-0.88,-1.02,Matches
310,Nikica JelaviÄ‡\Nikica-Jelavic,hr CRO,FW,West Ham,29,1985,13,350,27,10.2,3.9,1,,12,,5,1.38,8,2,+6,+1.54,+1.31,Matches
311,Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,West Ham,23,1992,20,1229,61,35.9,13.7,13,,7,,1,1.45,24,24,0,0.00,-0.58,Matches
312,Cameron Jerome\Cameron-Jerome,eng ENG,FWMF,Norwich City,28,1986,34,1777,52,52.0,19.7,19,,15,,4,0.82,20,35,-15,-0.76,-0.05,Matches
313,Adam Johnson\Adam-Johnson,eng ENG,MF,Sunderland,28,1987,19,1148,60,33.6,12.8,11,,8,,1,0.74,21,29,-8,-0.63,-0.39,Matches
314,Bradley Johnson\Bradley-Johnson,eng ENG,MF,Norwich City,28,1987,4,154,39,4.5,1.7,1,,3,,0,1.00,1,4,-3,-1.75,-1.06,Matches
315,Glen Johnson\Glen-Johnson,eng ENG,DF,Stoke City,30,1984,25,2184,87,63.9,24.3,25,,0,,0,1.44,26,29,-3,-0.12,+0.68,Matches
316,Sam Johnstone\Sam-Johnstone,eng ENG,GK,Manchester Utd,22,1993,0,,,,,0,,0,,5,,,,,,,Matches
317,Billy Jones\Billy-Jones,eng ENG,DF,Sunderland,28,1987,24,2032,85,59.4,22.6,23,,1,,11,0.75,23,45,-22,-0.97,-1.49,Matches
318,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,23,1992,10,530,53,15.5,5.9,6,,4,,3,1.70,7,4,+3,+0.51,+0.17,Matches
319,Siem de Jong\Siem-de-Jong,nl NED,MF,Newcastle Utd,26,1989,18,454,25,13.3,5.0,3,,15,,12,0.72,4,5,-1,-0.20,+0.41,Matches
320,Corey Jordan\Corey-Jordan,eng ENG,DF,Bournemouth,16,1999,0,,,,,0,,0,,1,,,,,,,Matches
321,Joselu\Joselu,es ESP,FW,Stoke City,25,1990,22,1097,50,32.1,12.2,10,,12,,12,1.45,15,21,-6,-0.49,-0.18,Matches
322,Juanmi\Juanmi,es ESP,FWMF,Southampton,22,1993,12,173,14,5.1,1.9,0,,12,,16,1.33,4,3,+1,+0.52,+0.05,Matches
323,YounÃ¨s Kaboul\Younes-Kaboul,fr FRA,DF,Sunderland,29,1986,23,2009,87,58.7,22.3,22,,1,,1,1.09,27,31,-4,-0.18,+0.46,Matches
324,Sullay Kaikai\Sullay-Kaikai,eng ENG,MF,Crystal Palace,19,1995,1,45,45,1.3,0.5,0,,1,,1,0.00,1,3,-2,-4.00,-3.73,Matches
325,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,22,1993,38,3361,88,98.3,37.3,38,,0,,0,1.84,69,33,+36,+0.96,+4.01,Matches
326,N'Golo KantÃ©\NGolo-Kante,fr FRA,MF,Leicester City,24,1991,37,3022,82,88.4,33.6,33,,4,,0,2.16,59,29,+30,+0.89,+0.44,Matches
