Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
650,Freddie Woodman\Freddie-Woodman,eng ENG,GK,Newcastle Utd,18,1997,0,,,,,0,,0,,13,,,,,,,Matches
651,Richard Wright\Richard-Wright,eng ENG,GK,Manchester City,37,1977,0,,,,,0,,0,,2,,,,,,,Matches
652,Claudio Yacob\Claudio-Yacob,ar ARG,MF,West Brom,28,1987,34,2846,84,83.2,31.6,33,,1,,1,1.21,25,36,-11,-0.35,+0.12,Matches
653,DeAndre Yedlin\DeAndre-Yedlin,us USA,DFMF,Sunderland,22,1993,23,1811,79,53.0,20.1,21,,2,,8,1.17,30,26,+4,+0.20,+1.21,Matches
654,Maya Yoshida\Maya-Yoshida,jp JPN,DFMF,Southampton,26,1988,20,1020,51,29.8,11.3,10,,10,,17,1.50,12,18,-6,-0.53,-1.43,Matches
655,Ashley Young\Ashley-Young,eng ENG,DFMF,Manchester Utd,30,1985,18,1065,59,31.1,11.8,11,,7,,7,1.72,16,18,-2,-0.17,-0.78,Matches
656,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,Manchester City,30,1985,13,1062,82,31.1,11.8,12,,1,,12,1.77,32,16,+16,+1.36,+0.82,Matches
657,Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,22,1992,34,2488,73,72.7,27.6,30,,4,,0,1.12,27,37,-10,-0.36,-0.17,Matches
658,Mauro ZÃ¡rate\Mauro-Zarate,ar ARG,MFFW,West Ham,28,1987,15,788,53,23.0,8.8,9,,6,,2,1.33,10,8,+2,+0.23,-0.18,Matches
659,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,20,1994,23,1918,83,56.1,21.3,21,,2,,2,1.26,27,26,+1,+0.05,-0.25,Matches
