Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,Matches
215,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,32,1986,19,1710,90,50.0,19.0,19,90,0,,19,1.47,28,27,+1,+0.05,+1.32,25.1,25.2,-0.1,-0.01,+1.12,Matches
216,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,28,1990,32,1981,62,57.9,22.0,21,84,11,20,1,2.59,47,14,+33,+1.50,-0.63,38.8,17.0,+21.8,+0.99,-0.34,Matches
217,Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,26,1992,32,2068,65,60.5,23.0,25,80,7,11,6,0.97,24,44,-20,-0.87,-0.67,21.5,37.0,-15.5,-0.67,-0.27,Matches
218,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,31,1987,18,1575,88,46.1,17.5,17,90,1,45,15,0.83,16,26,-10,-0.57,-0.96,20.8,22.7,-1.9,-0.11,-0.33,Matches
219,Javier HernÃ¡ndez\Javier-Hernandez,mx MEX,FW,West Ham,30,1988,25,1337,53,39.1,14.9,14,71,11,31,4,1.12,27,20,+7,+0.47,+0.90,19.6,24.9,-5.3,-0.36,-0.04,Matches
220,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,28,1989,22,1404,64,41.1,15.6,16,79,6,24,3,2.05,33,18,+15,+0.96,+1.14,25.8,19.0,+6.8,+0.44,+0.24,Matches
221,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,26,1992,31,2047,66,59.9,22.7,23,82,8,19,2,1.87,46,22,+24,+1.06,+0.79,35.4,26.2,+9.2,+0.40,+0.44,Matches
222,Gonzalo HiguaÃ­n\Gonzalo-Higuain,ar ARG,FW,Chelsea,30,1987,14,1092,78,31.9,12.1,13,81,1,34,1,1.57,17,15,+2,+0.16,-0.69,15.8,10.6,+5.2,+0.43,-0.27,Matches
223,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Southampton,24,1994,13,1170,90,34.2,13.0,13,90,0,,4,0.62,10,24,-14,-1.08,-0.84,16.5,19.3,-2.8,-0.21,+0.06,Matches
224,Jonathan Hogg\Jonathan-Hogg,eng ENG,MF,Huddersfield,29,1988,29,2376,82,69.5,26.4,29,82,0,,2,0.52,13,44,-31,-1.17,+0.81,20.8,39.4,-18.6,-0.70,+0.46,Matches
225,Junior Hoilett\Junior-Hoilett,ca CAN,FWMF,Cardiff City,28,1990,32,2143,67,62.7,23.8,23,84,9,22,3,0.84,18,46,-28,-1.18,-0.68,22.8,41.9,-19.1,-0.80,-0.59,Matches
226,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,22,1995,10,807,81,23.6,9.0,9,84,1,51,4,2.20,23,10,+13,+1.45,+1.14,13.7,12.5,+1.2,+0.13,+0.14,Matches
227,JosÃ© Holebas\Jose-Holebas,gr GRE,DF,Watford,34,1984,28,2393,85,70.0,26.6,27,88,1,12,3,1.32,37,39,-2,-0.08,+0.36,35.1,40.1,-5.1,-0.19,0.00,Matches
228,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,21,1996,5,407,81,11.9,4.5,4,90,1,47,3,1.20,7,9,-2,-0.44,-0.74,4.6,7.3,-2.7,-0.59,-0.76,Matches
229,Nathan Holland\Nathan-Holland,eng ENG,MF,West Ham,20,1998,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
230,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,17,2000,10,391,39,11.4,4.3,4,68,6,20,3,1.70,10,5,+5,+1.15,+0.59,7.5,3.7,+3.8,+0.87,+0.30,Matches
231,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,23,1995,32,2436,76,71.2,27.1,31,78,1,19,0,1.31,32,39,-7,-0.26,-0.26,33.2,34.6,-1.5,-0.06,+0.47,Matches
232,Emerson Hyndman\Emerson-Hyndman,us USA,MF,Bournemouth,22,1996,1,37,37,1.1,0.4,0,,1,37,3,1.00,1,2,-1,-2.43,-2.09,1.2,0.7,+0.5,+1.24,+1.28,Matches
233,Pierre HÃ¸jbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,22,1995,31,2762,89,80.8,30.7,31,89,0,,2,1.03,39,58,-19,-0.62,-0.48,36.4,45.3,-8.9,-0.29,-0.19,Matches
234,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,22,1995,19,794,42,23.2,8.8,9,73,10,14,12,0.74,11,23,-12,-1.36,-1.29,11.7,14.6,-2.9,-0.33,-0.39,Matches
235,Vicente Iborra\Vicente-Iborra,es ESP,MF,Leicester City,30,1988,8,226,28,6.6,2.5,3,59,5,10,9,1.50,3,4,-1,-0.40,-0.51,3.4,3.0,+0.4,+0.16,-0.04,Matches
236,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,21,1996,30,926,31,27.1,10.3,9,73,21,13,6,1.10,17,16,+1,+0.10,+0.03,16.1,11.7,+4.5,+0.43,+0.33,Matches
237,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,26,1992,24,1666,69,48.7,18.5,23,71,1,34,2,1.17,23,27,-4,-0.22,+0.60,24.4,20.3,+4.1,+0.22,+0.93,Matches
238,Alex Iwobi\Alex-Iwobi,ng NGA,FWMF,Arsenal,22,1996,35,1972,56,57.7,21.9,22,73,13,28,1,1.83,44,32,+12,+0.55,-0.07,33.9,32.3,+1.6,+0.07,+0.12,Matches
239,JosÃ© Izquierdo\Jose-Izquierdo,co COL,MFFW,Brighton,26,1992,15,794,53,23.2,8.8,9,78,6,16,3,1.40,11,10,+1,+0.11,+1.00,6.9,12.0,-5.1,-0.58,-0.06,Matches
240,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Everton,35,1982,7,328,47,9.6,3.6,4,77,3,6,6,2.00,5,2,+3,+0.82,+0.68,4.8,1.9,+2.9,+0.79,+0.79,Matches
241,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,24,1993,19,1021,54,29.9,11.3,12,75,7,17,5,0.95,11,16,-5,-0.44,+0.31,7.9,17.2,-9.3,-0.82,-0.40,Matches
242,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,29,1989,18,1522,85,44.5,16.9,17,87,1,45,4,1.56,26,22,+4,+0.24,+0.76,19.2,22.5,-3.3,-0.19,-0.01,Matches
243,Vincent Janssen\Vincent-Janssen,nl NED,FW,Tottenham,24,1994,3,36,12,1.1,0.4,0,,3,12,2,1.33,1,0,+1,+2.50,+1.78,0.3,0.5,-0.2,-0.58,-0.82,Matches
244,Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,Arsenal,26,1992,3,165,55,4.8,1.8,2,68,1,30,2,2.00,7,3,+4,+2.18,+1.68,5.5,2.7,+2.7,+1.49,+1.55,Matches
245,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,21,1997,29,1019,35,29.8,11.3,8,83,21,17,7,2.55,28,11,+17,+1.50,-0.56,25.0,8.1,+16.9,+1.49,+0.01,Matches
246,RaÃºl JimÃ©nez\Raul-Jimenez,mx MEX,FW,Wolves,27,1991,38,3124,82,91.3,34.7,36,85,2,31,0,1.50,44,40,+4,+0.12,+1.03,44.3,35.0,+9.4,+0.27,-0.11,Matches
247,Stefan Johansen\Stefan-Johansen,no NOR,MF,Fulham,27,1991,12,411,34,12.0,4.6,4,70,8,16,6,0.42,2,12,-10,-2.19,-1.08,2.5,11.6,-9.1,-1.99,-1.49,Matches
248,Ryan John Giles\Ryan-John-Giles,eng ENG,MF,Wolves,18,2000,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
249,Cameron John\Cameron-John,eng ENG,DF,Wolves,18,1999,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
250,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,18,2000,1,63,63,1.8,0.7,1,63,0,,0,0.00,0,1,-1,-1.43,-1.37,0.4,2.0,-1.7,-2.40,-2.11,Matches
251,Tyreke Johnson\Tyreke-Johnson,eng ENG,FW,Southampton,19,1998,1,,0,0.0,0.0,0,,1,0,0,3.00,0,0,0,,,0.0,0.0,0.0,,,Matches
252,Alfie Jones\Alfie-Jones,eng ENG,DFMF,Southampton,20,1997,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
253,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,17,2001,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
254,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,26,1992,18,1261,70,36.9,14.0,15,82,3,11,4,2.00,29,17,+12,+0.86,+0.90,25.9,15.8,+10.1,+0.72,+0.66,Matches
255,Jorginho\Jorginho,it ITA,MF,Chelsea,26,1991,37,3165,86,92.5,35.2,37,86,0,,1,1.95,57,37,+20,+0.57,-0.84,52.0,32.9,+19.0,+0.54,-0.90,Matches
256,Joselu\Joselu,es ESP,FW,Newcastle Utd,28,1990,16,587,37,17.2,6.5,5,84,11,15,12,0.75,3,15,-12,-1.84,-2.03,4.8,12.6,-7.8,-1.20,-0.99,Matches
257,Diogo Jota\Diogo-Jota,pt POR,FWMF,Wolves,21,1996,33,2369,72,69.3,26.3,29,78,4,24,0,1.61,32,29,+3,+0.11,+0.29,32.6,25.9,+6.7,+0.26,-0.08,Matches
258,Mathias JÃ¸rgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,28,1990,24,2148,90,62.8,23.9,24,90,0,,7,0.33,11,38,-27,-1.13,+0.78,18.2,35.6,-17.4,-0.73,+0.32,Matches
259,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,27,1991,21,1586,76,46.4,17.6,19,82,2,11,10,1.19,23,27,-4,-0.23,-0.08,24.2,27.8,-3.6,-0.20,-0.03,Matches
260,Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,26,1992,20,1181,59,34.5,13.1,13,81,7,18,10,0.25,4,30,-26,-1.98,-0.86,9.2,25.2,-16.0,-1.22,-0.57,Matches
261,Sullay Kaikai\Sullay-Kaikai,eng ENG,MF,Crystal Palace,22,1995,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
262,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWMF,Fulham,23,1995,13,690,53,20.2,7.7,5,86,8,32,4,0.69,5,17,-12,-1.57,-0.41,10.6,12.4,-1.8,-0.24,+0.55,Matches
263,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,25,1993,28,2427,87,71.0,27.0,27,89,1,16,0,1.86,50,31,+19,+0.70,-0.11,39.6,32.8,+6.8,+0.25,+0.08,Matches
264,N'Golo KantÃ©\NGolo-Kante,fr FRA,MF,Chelsea,27,1991,36,3095,86,90.5,34.4,36,86,0,,1,1.89,57,38,+19,+0.55,-0.83,52.1,32.7,+19.5,+0.57,-0.45,Matches
265,Loris Karius\Loris-Karius,de GER,GK,Liverpool,25,1993,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
266,Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,30,1988,18,933,52,27.3,10.4,9,84,9,20,19,1.22,8,17,-9,-0.87,-0.29,6.1,18.6,-12.6,-1.21,-0.93,Matches
267,Michael Keane\Michael-Keane,eng ENG,DF,Everton,25,1993,33,2970,90,86.8,33.0,33,90,0,,2,1.48,50,39,+11,+0.33,+0.93,40.1,39.8,+0.3,+0.01,-0.52,Matches
268,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,26,1992,7,101,14,3.0,1.1,0,,7,14,14,0.00,0,3,-3,-2.67,-1.48,0.4,2.2,-1.8,-1.59,-0.93,Matches
269,Naby KeÃ¯ta\Naby-Keita,gn GUI,MF,Liverpool,23,1995,25,1392,56,40.7,15.5,16,78,9,17,7,2.68,36,8,+28,+1.81,+0.08,31.2,11.5,+19.8,+1.28,+0.24,Matches
270,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,28,1990,13,1110,85,32.5,12.3,12,90,1,30,21,1.31,17,21,-4,-0.32,-0.40,16.9,19.5,-2.7,-0.22,-0.42,Matches
271,Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,22,1996,25,1344,54,39.3,14.9,14,82,11,17,3,1.16,14,18,-4,-0.27,-0.18,15.9,21.8,-5.9,-0.39,-0.03,Matches
272,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,21,1997,10,790,79,23.1,8.8,8,90,2,37,6,0.90,8,15,-7,-0.80,-1.31,9.0,11.2,-2.2,-0.25,-0.42,Matches
273,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,21,1997,1,,0,0.0,0.0,0,,1,0,5,3.00,0,0,0,,,0.0,0.0,0.0,,,Matches
274,Joshua King\Joshua-King,no NOR,FW,Bournemouth,26,1992,35,2974,85,87.0,33.0,34,87,1,16,0,1.20,48,57,-9,-0.27,+0.74,43.2,45.4,-2.2,-0.07,-0.29,Matches
275,Josh Knight\Josh-Knight,eng ENG,DFMF,Leicester City,20,1997,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
276,Anthony Knockaert\Anthony-Knockaert,fr FRA,FWMF,Brighton,26,1991,30,1833,61,53.6,20.4,18,83,12,29,4,0.80,20,38,-18,-0.88,-0.49,18.8,32.6,-13.8,-0.68,-0.31,Matches
277,Ali Koiki\Ali-Koiki,eng ENG,DF,Burnley,17,2000,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
278,Sead KolaÅ¡inac\Sead-Kolasinac,ba BIH,DF,Arsenal,25,1993,24,1890,79,55.3,21.0,22,84,2,23,5,1.71,37,29,+8,+0.38,-0.44,30.7,30.8,-0.1,0.00,-0.05,Matches
279,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,32,1986,17,1223,72,35.8,13.6,13,89,4,17,9,2.88,36,7,+29,+2.13,+0.37,29.9,8.5,+21.4,+1.57,+0.14,Matches
280,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,24,1994,32,2722,85,79.6,30.2,32,85,0,,2,0.44,20,65,-45,-1.49,-0.33,23.8,51.0,-27.2,-0.90,-0.26,Matches
281,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,32,1985,17,1330,78,38.9,14.8,13,88,4,45,2,1.53,27,23,+4,+0.27,-0.50,24.0,22.7,+1.3,+0.09,+0.11,Matches
282,Cheikhou KouyatÃ©\Cheikhou-Kouyate,sn SEN,MF,Crystal Palace,28,1989,31,1897,61,55.5,21.1,21,83,10,15,3,1.26,25,29,-4,-0.19,-0.31,25.6,26.8,-1.2,-0.06,-0.28,Matches
283,Mateo KovaÄiÄ‡\Mateo-Kovacic,hr CRO,MF,Chelsea,24,1994,32,1744,55,51.0,19.4,21,72,11,21,4,1.94,26,19,+7,+0.36,-0.55,25.7,18.5,+7.2,+0.37,-0.48,Matches
284,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,27,1991,5,407,81,11.9,4.5,5,81,0,,5,0.60,2,6,-4,-0.88,+0.61,3.7,4.9,-1.1,-0.25,+0.68,Matches
285,Luca de la Torre\Luca-de-la-Torre,us USA,MF,Fulham,20,1998,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
286,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,27,1991,35,2505,72,73.2,27.8,27,83,8,32,2,1.74,51,31,+20,+0.72,+0.52,38.4,38.6,-0.2,-0.01,-0.11,Matches
287,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,30,1988,13,465,36,13.6,5.2,5,70,8,15,11,2.54,14,3,+11,+2.13,+0.42,9.7,2.5,+7.2,+1.39,+0.30,Matches
288,Ã‰rik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,26,1992,19,972,51,28.4,10.8,9,81,10,25,3,2.00,18,12,+6,+0.56,-0.25,14.9,13.1,+1.7,+0.16,-0.09,Matches
289,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,25,1993,10,689,69,20.1,7.7,8,79,2,30,0,1.50,13,12,+1,+0.13,+0.26,9.2,14.3,-5.1,-0.67,-0.42,Matches
290,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,24,1994,35,3057,87,89.4,34.0,34,90,1,1,1,2.54,88,21,+67,+1.97,+0.73,71.1,23.0,+48.1,+1.42,-0.63,Matches
291,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,24,1993,32,2745,86,80.3,30.5,32,86,0,,1,1.16,29,36,-7,-0.23,-0.36,30.4,42.8,-12.4,-0.41,-0.15,Matches
292,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,28,1989,26,2252,87,65.8,25.0,25,88,1,45,8,0.88,27,53,-26,-1.04,+0.58,28.1,42.1,-14.0,-0.56,+0.35,Matches
293,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,27,1991,12,1055,88,30.8,11.7,12,88,0,,1,1.42,16,13,+3,+0.26,+0.60,14.6,14.6,0.0,0.00,+0.54,Matches
294,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,24,1993,21,1615,77,47.2,17.9,18,85,3,27,2,0.62,16,37,-21,-1.17,-1.22,21.4,27.9,-6.5,-0.36,-0.21,Matches
295,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Burnley,31,1987,16,1216,76,35.6,13.5,14,84,2,19,0,0.75,12,21,-9,-0.67,-0.09,10.1,26.9,-16.8,-1.24,-1.05,Matches
296,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,26,1992,32,2835,89,82.9,31.5,31,90,1,45,6,1.81,61,42,+19,+0.60,+0.14,48.5,46.8,+1.7,+0.05,+0.20,Matches
297,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,23,1994,30,2510,84,73.4,27.9,29,86,1,21,2,1.17,42,49,-7,-0.25,+0.44,40.4,37.7,+2.7,+0.10,+0.47,Matches
298,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Arsenal,34,1984,14,940,67,27.5,10.4,10,73,4,52,13,1.57,17,18,-1,-0.10,-0.93,12.6,17.8,-5.2,-0.50,-0.72,Matches
299,Victor LindelÃ¶f\Victor-Lindelof,se SWE,DF,Manchester Utd,24,1994,30,2602,87,76.1,28.9,29,89,1,32,2,1.63,46,40,+6,+0.21,-0.34,44.1,37.2,+6.8,+0.24,-0.26,Matches
300,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,Manchester Utd,25,1992,27,1669,62,48.8,18.5,19,81,8,17,2,1.78,35,26,+9,+0.49,+0.38,31.9,21.9,+10.0,+0.54,+0.47,Matches
301,Fernando Llorente\Fernando-Llorente,es ESP,FW,Tottenham,33,1985,20,683,34,20.0,7.6,6,86,14,12,10,1.60,15,8,+7,+0.92,+0.23,11.7,10.2,+1.6,+0.21,-0.03,Matches
302,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,31,1986,33,2970,90,86.8,33.0,33,90,0,,0,1.97,61,33,+28,+0.85,+0.85,47.8,39.7,+8.2,+0.25,+0.14,Matches
303,JÃ¼rgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,24,1993,26,1227,47,35.9,13.6,12,83,14,17,9,0.81,11,21,-10,-0.73,-0.12,14.4,19.8,-5.4,-0.40,+0.22,Matches
304,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,22,1996,24,983,41,28.7,10.9,6,83,18,27,2,1.83,22,9,+13,+1.19,+0.78,18.3,9.4,+8.9,+0.82,+0.29,Matches
305,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,27,1990,6,513,86,15.0,5.7,5,90,1,63,23,0.67,4,9,-5,-0.88,-0.32,3.9,9.4,-5.5,-0.96,-0.47,Matches
306,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,31,1987,26,1270,49,37.1,14.1,12,75,14,26,2,1.12,16,24,-8,-0.57,-0.06,16.7,20.7,-4.0,-0.28,-0.05,Matches
307,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,20,1997,9,687,76,20.1,7.6,8,84,1,17,6,1.44,11,9,+2,+0.26,+0.53,9.3,11.0,-1.7,-0.22,+0.20,Matches
308,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Everton,20,1997,21,601,29,17.6,6.7,3,86,18,19,9,1.29,13,8,+5,+0.75,+0.65,11.9,7.7,+4.2,+0.63,+0.67,Matches
309,Jonas LÃ¶ssl\Jonas-Lossl,dk DEN,GK,Huddersfield,29,1989,31,2777,90,81.2,30.9,30,90,1,77,3,0.48,18,54,-36,-1.17,+1.35,23.6,46.3,-22.7,-0.74,+0.59,Matches
310,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,29,1989,13,985,76,28.8,10.9,11,89,2,1,6,2.62,30,7,+23,+2.10,+0.48,20.6,8.1,+12.4,+1.14,0.00,Matches
311,Chris LÃ¶we\Chris-Lowe,de GER,DFMF,Huddersfield,29,1989,29,2057,71,60.1,22.9,23,83,6,23,4,0.24,13,55,-42,-1.84,-1.05,16.5,43.2,-26.6,-1.17,-0.80,Matches
312,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,29,1989,21,1748,83,51.1,19.4,19,90,2,19,14,0.90,23,41,-18,-0.93,-0.66,19.4,34.4,-15.0,-0.77,-0.42,Matches
313,David Luiz\David-Luiz,br BRA,DF,Chelsea,31,1987,36,3239,90,94.7,36.0,36,90,0,,2,1.92,60,36,+24,+0.67,+0.67,54.9,32.7,+22.2,+0.62,+0.14,Matches
314,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,25,1993,32,2130,67,62.3,23.7,22,87,10,21,1,1.66,38,38,0,0.00,-0.77,35.9,30.1,+5.8,+0.24,-0.15,Matches
315,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,21,1996,36,2848,79,83.3,31.6,35,81,1,17,1,1.33,42,44,-2,-0.06,-0.85,41.8,34.8,+7.1,+0.22,+0.19,Matches
316,Gary Madine\Gary-Madine,eng ENG,FWMF,Cardiff City,27,1990,5,32,6,0.9,0.4,0,,5,6,7,0.00,0,3,-3,-8.44,-7.59,0.4,1.6,-1.2,-3.30,-2.75,Matches
317,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,25,1993,31,2598,84,76.0,28.9,31,84,0,,1,1.29,36,40,-4,-0.14,-0.90,36.8,33.7,+3.2,+0.11,-0.34,Matches
318,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,27,1991,27,1339,50,39.2,14.9,14,80,13,16,10,2.52,36,9,+27,+1.81,-0.13,31.7,8.1,+23.6,+1.58,+0.17,Matches
319,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,20,1997,16,985,62,28.8,10.9,11,78,5,25,7,1.38,17,17,0,0.00,-0.81,14.1,19.2,-5.2,-0.47,-0.69,Matches
320,Sadio ManÃ©\Sadio-Mane,sn SEN,FW,Liverpool,26,1992,36,3086,86,90.2,34.3,35,87,1,25,0,2.53,79,21,+58,+1.69,-0.73,65.6,26.1,+39.5,+1.15,+0.18,Matches
321,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,24,1994,18,1097,61,32.1,12.2,12,86,6,11,17,1.28,14,16,-2,-0.16,-0.01,12.5,16.2,-3.7,-0.31,+0.10,Matches
322,Solly March\Solly-March,eng ENG,FWMF,Brighton,24,1994,35,2473,71,72.3,27.5,30,78,5,24,1,0.94,26,40,-14,-0.51,+0.54,27.8,39.9,-12.1,-0.44,+0.34,Matches
323,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,31,1986,26,1921,74,56.2,21.3,20,90,6,20,10,1.38,29,31,-2,-0.09,+0.21,24.4,28.1,-3.7,-0.17,+0.04,Matches
324,Lazar MarkoviÄ‡\Lazar-Markovic,rs SRB,FW,Fulham,24,1994,1,45,45,1.3,0.5,0,,1,45,1,0.00,0,1,-1,-2.00,-0.77,0.2,0.6,-0.4,-0.90,-0.22,Matches
325,George Marsh\George-Marsh,eng ENG,DFMF,Tottenham,19,1998,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
326,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,22,1995,27,1624,60,47.5,18.0,18,80,9,20,3,1.63,31,25,+6,+0.33,+0.08,26.4,24.6,+1.7,+0.10,-0.39,Matches
327,Emiliano MartÃ­nez\Emiliano-Martinez,ar ARG,GK,Arsenal,25,1992,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
328,Adam Masina\Adam-Masina,it ITA,DF,Watford,24,1994,14,1003,72,29.3,11.1,11,89,3,10,24,1.21,15,20,-5,-0.45,-0.37,12.9,16.7,-3.8,-0.34,-0.22,Matches
329,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,24,1993,23,1755,76,51.3,19.5,19,88,4,23,12,1.61,31,29,+2,+0.10,+0.37,28.3,32.9,-4.7,-0.24,+0.19,Matches
330,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,30,1988,22,1293,59,37.8,14.4,16,71,6,26,11,1.82,27,15,+12,+0.84,+0.88,22.4,19.2,+3.2,+0.22,-0.12,Matches
331,Nemanja MatiÄ‡\Nemanja-Matic,rs SRB,MF,Manchester Utd,29,1988,28,2440,87,71.3,27.1,28,87,0,,2,1.86,50,37,+13,+0.48,+0.66,43.1,35.6,+7.5,+0.28,-0.08,Matches
332,JoÃ«l Matip\Joel-Matip,cm CMR,DF,Liverpool,26,1991,22,1532,70,44.8,17.0,17,90,5,0,9,2.55,41,12,+29,+1.70,-0.11,31.5,13.2,+18.3,+1.07,-0.11,Matches
333,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,20,1997,4,149,37,4.4,1.7,3,46,1,11,3,1.50,1,1,0,0.00,-0.61,2.5,2.5,0.0,+0.01,-0.01,Matches
334,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Fulham,24,1994,15,1130,75,33.0,12.6,13,83,2,25,4,0.93,8,26,-18,-1.43,-0.29,11.4,24.6,-13.2,-1.05,-0.55,Matches
335,Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Huddersfield,22,1996,22,982,45,28.7,10.9,10,76,12,18,6,0.55,6,25,-19,-1.74,-0.45,9.3,19.9,-10.5,-0.97,-0.17,Matches
336,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,30,1987,38,3072,81,89.8,34.1,36,84,2,32,0,1.29,44,49,-5,-0.15,-0.92,44.5,42.6,+1.9,+0.06,-0.10,Matches
337,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,28,1989,25,2250,90,65.8,25.0,25,90,0,,8,0.92,28,44,-16,-0.64,-0.33,30.6,36.4,-5.7,-0.23,+0.07,Matches
338,James McCarthy\James-McCarthy,ie IRL,MF,Everton,27,1990,1,14,14,0.4,0.2,0,,1,14,6,3.00,0,0,0,0.00,-0.21,0.0,0.0,0.0,+0.01,-0.07,Matches
339,Kevin McDonald\Kevin-McDonald,sco SCO,MF,Fulham,29,1988,15,841,56,24.6,9.3,10,78,5,12,4,0.40,10,26,-16,-1.71,-0.63,7.9,21.3,-13.4,-1.43,-1.00,Matches
340,Dwight McNeil\Dwight-McNeil,eng ENG,MFFW,Burnley,18,1999,21,1598,76,46.7,17.8,19,82,2,24,4,1.33,22,25,-3,-0.17,+0.82,19.9,24.7,-4.8,-0.27,+0.56,Matches
